Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,TotalNumPurchases,TotalAcceptedCmp,Complain,Response,Target
Graduate,Partner,14796,1,650,1,51,6,0,0,1,Family-Oriented Budget Shoppers
Postgraduate,Partner,78128,1,130,89,1264,20,2,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,14188,0,486,40,75,7,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,72967,1,561,1,497,19,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,48150,1,386,24,266,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,82332,0,650,89,2006,21,1,0,1,High-Value Frequent Shoppers
Graduate,Single,58275,2,392,48,615,23,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,44953,0,555,31,1021,24,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,34587,2,44,68,22,6,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,43018,1,240,46,133,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,45736,1,340,92,437,19,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,66476,1,207,80,1013,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,27733,1,307,16,57,7,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,69805,1,159,50,1038,27,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,72217,0,445,93,1573,22,0,0,0,High-Value Frequent Shoppers
Graduate,Single,25818,1,619,51,28,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,37509,1,655,24,123,9,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,25176,2,323,79,13,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,43586,1,668,26,132,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,53230,1,695,86,732,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,50116,2,9,68,66,7,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,82333,0,456,60,1822,18,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,65220,0,664,3,1282,23,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,33590,3,238,65,8,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,72309,0,475,64,1931,20,1,0,1,High-Value Frequent Shoppers
Undergraduate,Partner,16005,1,684,69,103,8,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,65487,0,170,48,1169,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,58692,1,84,21,395,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,40590,2,270,30,258,15,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,62637,1,120,76,185,10,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,29435,2,692,11,180,11,0,0,1,Family-Oriented Budget Shoppers
Graduate,Single,19346,1,150,26,22,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,35788,2,157,34,44,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,36997,2,513,72,94,12,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,23539,0,121,13,81,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,65333,1,163,58,798,28,2,0,0,High-Value Frequent Shoppers
Graduate,Single,78499,0,218,12,1334,19,1,0,1,High-Value Frequent Shoppers
Postgraduate,Partner,29732,1,96,23,38,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,41275,3,97,33,61,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,63516,2,358,30,300,16,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,42769,1,260,15,88,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,49572,2,196,25,54,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,69209,0,650,4,1782,16,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,17148,1,152,80,68,11,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,32146,1,48,16,66,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,41713,2,61,57,174,13,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,34176,1,158,9,28,5,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,58482,1,109,59,731,22,1,0,0,High-Value Frequent Shoppers
Graduate,Single,59686,1,155,78,274,12,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,60896,1,626,90,1701,26,0,0,1,High-Value Frequent Shoppers
Graduate,Partner,62994,1,117,74,312,13,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,47320,1,332,10,414,20,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,74859,0,391,63,1565,23,1,0,0,High-Value Frequent Shoppers
Undergraduate,Single,15253,1,244,13,29,6,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,31560,1,370,98,94,8,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,91172,0,459,94,1092,14,4,0,1,High-Value Frequent Shoppers
Graduate,Partner,90000,0,188,91,1479,18,3,0,0,High-Value Frequent Shoppers
Graduate,Single,41967,2,218,66,54,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,69263,1,116,14,568,18,1,0,0,High-Value Frequent Shoppers
Graduate,Single,65706,0,366,77,1199,27,3,0,1,High-Value Frequent Shoppers
Graduate,Partner,60934,1,163,41,873,23,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,71965,1,335,21,1213,17,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,65210,1,111,25,731,22,2,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,79174,0,534,2,2043,19,2,0,1,High-Value Frequent Shoppers
Postgraduate,Single,81380,0,554,51,1893,17,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,48432,1,619,3,424,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,52914,1,538,32,575,15,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,26067,1,237,49,56,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,44325,1,479,69,542,21,1,0,0,High-Value Frequent Shoppers
Undergraduate,Single,26487,1,405,23,69,9,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Partner,53233,1,103,18,40,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,67716,1,535,8,1016,28,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,76234,1,143,21,907,23,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,84117,0,49,60,1566,24,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,65487,0,170,48,1169,17,0,0,0,High-Value Frequent Shoppers
Undergraduate,Partner,25224,1,105,36,46,7,0,0,0,Price-Conscious Minimal Shoppers
Postgraduate,Single,89616,0,489,36,1644,25,0,0,1,High-Value Frequent Shoppers
Graduate,Single,40851,2,493,63,59,5,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,27469,0,696,2,17,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,82347,0,600,38,1853,25,2,0,1,High-Value Frequent Shoppers
Graduate,Partner,73803,1,697,61,1528,22,1,0,1,High-Value Frequent Shoppers
Postgraduate,Single,8820,2,464,52,35,10,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,43322,0,69,25,141,8,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,55593,1,312,63,546,17,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,50501,2,376,10,500,20,1,0,1,High-Value Frequent Shoppers
Graduate,Partner,37085,2,3,65,61,10,0,0,0,Family-Oriented Budget Shoppers
Undergraduate,Single,16185,1,328,71,106,8,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,57731,1,583,0,704,26,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,73807,1,543,88,849,23,0,0,0,High-Value Frequent Shoppers
Graduate,Single,35893,2,622,80,199,15,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,61014,1,687,17,1147,20,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,32144,2,98,76,54,10,1,0,0,Family-Oriented Budget Shoppers
Undergraduate,Partner,14918,1,569,52,43,5,0,0,0,Price-Conscious Minimal Shoppers
Graduate,Single,45146,2,349,28,53,6,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,41769,1,501,31,521,22,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,88325,0,144,42,1623,18,0,0,0,High-Value Frequent Shoppers
Postgraduate,Single,38054,2,59,24,45,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,80617,0,625,42,1435,19,0,0,0,High-Value Frequent Shoppers
Graduate,Partner,5305,1,334,12,32,1,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,36807,2,556,88,16,4,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,40101,1,623,73,415,17,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,58025,1,215,81,470,18,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,7500,1,418,7,53,11,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Partner,33562,3,4,33,51,9,0,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,57642,1,171,24,679,22,1,0,0,High-Value Frequent Shoppers
Graduate,Partner,63777,2,462,87,653,26,0,0,0,High-Value Frequent Shoppers
Graduate,Single,57967,1,483,39,468,19,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,24434,2,42,9,50,7,0,0,0,Family-Oriented Budget Shoppers
Graduate,Single,11012,1,470,82,84,9,1,0,0,Family-Oriented Budget Shoppers
Postgraduate,Single,44802,0,677,71,1049,27,0,0,0,High-Value Frequent Shoppers
Graduate,Single,26816,0,681,50,22,4,0,0,0,Family-Oriented Budget Shoppers
Graduate,Partner,61223,1,381,46,1341,18,0,0,0,High-Value Frequent Shoppers
Graduate,Single,56981,0,155,91,1241,19,1,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,69245,1,156,8,843,23,0,0,0,High-Value Frequent Shoppers
Postgraduate,Partner,52869,2,622,40,172,11,0,0,1,Family-Oriented Budget Shoppers
